,Name,Year,Price,Cl,Country,Category,Region,ID
3843,Ch. Gazin 2017,2017,78.3,75 cl,France,Red wine, Bordeaux,12478601
3844,Ch. Grand-Puy-Lacoste 2017,2017,141.9,150 cl,France,Red wine, Bordeaux,12476605
3845,Ch. Leoville-las-Cases 2017,2017,350,150 cl,France,Red wine, Bordeaux,12476805
3846,Ch. Clinet 2017,2017,77.22,75 cl,France,Red wine, Bordeaux,12478901
3847,Ch. Petit-Village 2017,2017,69.13,75 cl,France,Red wine, Bordeaux,12477001
3848,Ch. Brane-Cantenac 2011,2011,73.77,75 cl,France,Red wine, Bordeaux,12477501
3849,Ch. Conseillante 2017,2017,150.91,75 cl,France,Red wine, Bordeaux,12478701
3850,Ch. Cheval-Blanc 2017,2017,516.71,75 cl,France,Red wine, Bordeaux,12482501
3851,Ch. Calon-Segur 2017,2017,89.08,75 cl,France,Red wine, Bordeaux,12480301
3852,Ch. Haut-Bailly 2017,2017,96.93,75 cl,France,Red wine, Bordeaux,12482701
3853,Ch. Ducru-Beaucaillou 2017,2017,146.28,75 cl,France,Red wine, Bordeaux,12480401
3854,Ch. Giscours 2017,2017,123.34,150 cl,France,Red wine, Bordeaux,12482305
3855,Ch. Rauzan-Segla 2017,2017,74.9,75 cl,France,Red wine, Bordeaux,12482101
3856,Ch. Montrose 2017,2017,249.39,150 cl,France,Red wine, Bordeaux,12481205
3857,Ch. Ausone 2017,2017,529.45,75 cl,France,Red wine, Bordeaux,12479901
3858,Ch. Pichon-Baron 2017,2017,254.49,150 cl,France,Red wine, Bordeaux,12481705
3859,Ch. Latour Forts de Latour 2014,2014,196.76,75 cl,France,Red wine, Bordeaux,12479601
3860,Ch. Beychevelle 2017,2017,74.89,75 cl,France,Red wine, Bordeaux,12479801
3861,Ch. Leoville-Barton 2017,2017,74.9,75 cl,France,Red wine, Bordeaux,12480901
3862,Ch. Haut-Brion Clarence de Haut-Brion 2017,2017,131.31,75 cl,France,Red wine, Bordeaux,12482201
3863,Ch. Haut-Bailly 2017,2017,197.1,150 cl,France,Red wine, Bordeaux,12482605
3864,Ch. Montelena Estate Cabernet Sauvignon 2016,2016,139.19,75 cl,USA,Red wine, California,12483101
3865,Ch. Figeac 2017,2017,153.16,75 cl,France,Red wine, Bordeaux,12480701
3866,Ch. Leoville-las-Cases 2017,2017,177.18,75 cl,France,Red wine, Bordeaux,12481101
3867,Ch. Lynch-Bages 2017,2017,96.07,75 cl,France,Red wine, Bordeaux,12481001
3868,Ch. Palmer 2017,2017,456.36,150 cl,France,Red wine, Bordeaux,12481505
3869,Ch. Troplong-Mondot 2017,2017,92.75,75 cl,France,Red wine, Bordeaux,12481801
3870,Ch. Haut-Bailly 2017,2017,99.17,75 cl,France,Red wine, Bordeaux,12492901
3871,Ch. Haut-Brion 2017,2017,424.35,75 cl,France,Red wine, Bordeaux,12492801
3872,Ch. Gruaud-Larose 2017,2017,73.7,75 cl,France,Red wine, Bordeaux,12492601
3873,Beaulieu Vineyards George de Latour Private Reserve Cabernet Sauvignon 2017,2017,117.43,75 cl,USA,Red wine, California,12496001
3874,Dom. Michel Gaunoux Corton Renardes Grand Cru 2013,2013,98.3,75 cl,France,Red wine, Burgund,12496701
3875,Dom. Michel Gaunoux Pommard 1er Cru Les Rugiens-Bas 2013,2013,98.3,75 cl,France,Red wine, Burgund,12496301
3876,Diamond Creek Volcanic Hill 2017,2017,188.91,75 cl,USA,Red wine, California,12496801
3877,Diamond Creek Red Rock Terrace 2017,2017,188.91,75 cl,USA,Red wine, California,12496901
3878,Diamond Creek Gravelly Meadow 2017,2017,188.91,75 cl,USA,Red wine, California,12497001
3879,Ch. Duhart-Milon 2017,2017,67.83,75 cl,France,Red wine, Bordeaux,12498401
3880,Ch. La Mission Haut-Brion 2017,2017,288.29,75 cl,France,Red wine, Bordeaux,12498901
3881,Étienne Calsac L'échappée Belle Brut,Non-Vintage,77.26,150 cl,France,Sparkling wine, Champagne,12325805
3882,Ch. La Fleur-Pétrus 2010,2010,307.17,75 cl,France,Red wine, Bordeaux,12500301
3883,Ch. Pontet-Canet 2011,2011,198.91,150 cl,France,Red wine, Bordeaux,12499805
3884,Ch. Trotanoy 2010,2010,321.09,75 cl,France,Red wine, Bordeaux,12500801
3885,Ch. Trotanoy 2012,2012,231.52,75 cl,France,Red wine, Bordeaux,12500701
3886,Ch. Clerc-Milon 2017,2017,80.42,75 cl,France,Red wine, Bordeaux,12484201
3887,Ch. Haut-Brion La Clarté de Haut-Brion 2017,2017,83.15,75 cl,France,White wine, Bordeaux,12484701
3888,Ch. Canon 2017,2017,90.02,75 cl,France,Red wine, Bordeaux,12484801
3889,Ch. Montrose 2017,2017,125.63,75 cl,France,Red wine, Bordeaux,12484101
3890,Vieux Château Certan 2017,2017,209.37,75 cl,France,Red wine, Bordeaux,12484901
3891,Ch. Canon La Gaffeliere 2017,2017,77.64,75 cl,France,Red wine, Bordeaux,12485001
3892,Ch. Pichon-Lalande 2017,2017,117.58,75 cl,France,Red wine, Bordeaux,12484301
3893,Glendronach Peated,Non-Vintage,69.56,70 cl,Scotland,Liquor, Highland,12512101
3894,Cristian Senez Grand Reserve Brut 2000,2000,104.34,75 cl,France,Sparkling wine, Champagne,12512701
3895,Ch. Smith Haut Lafitte 2014,2014,100.43,75 cl,France,Red wine, Bordeaux,12516401
3896,Ch. Grand Puy Lacoste 2005,2005,146.43,75 cl,France,Red wine, Bordeaux,12516501
3897,Ch. Grand Puy Lacoste 2011,2011,144.7,150 cl,France,Red wine, Bordeaux,12516605
3898,Dom. Michel Gaunoux Pommard 1er Cru Les Rugiens-Bas 2017,2017,104.26,75 cl,France,Red wine, Burgund,12518701
3899,Battlehill Tobermory 10 YO 2008,2008,86.52,70 cl,Scotland,Liquor, Mull,12506601
3900,Battlehill Jura 13 YO 2005,2005,101.04,70 cl,Scotland,Liquor, Highland,12506901
3901,Étienne Calsac Les Rocheforts Premier Cru Extra Brut 2017,2017,69.48,75 cl,France,Sparkling wine, Champagne,12325601
3902,Étienne Calsac Les Rocheforts Premier Cru Extra Brut 2016,2016,69.48,75 cl,France,Sparkling wine, Champagne,12325401
3903,Cornelissen Munjebel Rosso VA 2012,2012,130.43,150 cl,Italy,Red wine, Sicilia,12526705
3904,Leroux Volnay Caillerets 2018,2018,89.13,75 cl,France,Red wine, Burgund,12550101
3905,Leroux Volnay Santenots 2018,2018,76.87,75 cl,France,Red wine, Burgund,12550001
3906,Bürklin-Wolf Langenmorgen Riesling Trocken G.C. 2018,2018,67.65,75 cl,Germany,White wine, Pfalz,12552501
3907,Lafon Volnay Santenots-du-Milieu Premier Cru 2017,2017,111.31,75 cl,France,Red wine, Burgund,12557301
3908,Claude Dugat Gevrey-Chambertin 1Er Cru 2018,2018,183.9,75 cl,France,Red wine, Burgund,12541901
3909,Lisini Ugolaia Brunello di Montalcino 2016,2016,210.43,150 cl,Italy,Red wine, Toscana,12542405
3910,Adelphi Selection Deanston 7 YO 2013 Cask No.7402,Non-Vintage,113.2,70 cl,Scotland,Liquor, Highland,12573801
3911,Adelphi Selection Ardmore 18 YO 2002 Cask No.285,Non-Vintage,199.25,70 cl,Scotland,Liquor, Highland,12573401
3912,Adelphi's Breath of the Isles 13 YO 2007,2007,128.7,70 cl,Scotland,Liquor, Highland,12573701
3913,Cooper's Choice Glen Elgin 2009 11 YO St Croix du Mont Finish Cask No.9045,Non-Vintage,107.39,70 cl,Scotland,Liquor, Speyside,12574101
3914,Cooper's Choice Cambus 1991 29 YO Amarone Finish Cask No.9067,Non-Vintage,163.01,70 cl,Scotland,Liquor, Lowland,12574201
3915,Tissot Vin Jaune les Bruyères 2015,2015,77.38,62 cl,France,White wine, Jura,12582701
3916,Fèlsina Maestro Raro,Non-Vintage,69.55,150 cl,Italy,Red wine, Toscana,12587705
3917,Cvne Monopole Gran Reserva,Non-Vintage,99.99,75 cl,Spain,White wine, Rioja,12588701
3918,Xavier Monnot Corton-Charlemagne Grand Cru 2018,2018,206.52,75 cl,France,White wine, Burgund,12606701
3919,Michel Couvreur Blossoming Auld Sherried Single Malt Whisky,Non-Vintage,199.78,70 cl,France,Liquor, Burgund,12622601
3920,Harmand-Geoffroy Gevrey-Chambertin 1er Cru La Bossiere 2018,2018,99.48,75 cl,France,Red wine, Burgund,12623901
3921,Ron Zacapa La Doma The Taming Cask Heavenly Cask Collection,Non-Vintage,78.25,70 cl,Guatemala,Liquor, Øvrige,12666601
3922,Kilchoman STR Single Cask Finish Marius Peat Edition,Non-Vintage,119.12,70 cl,Scotland,Liquor, Islay,12668801
3923,Emilien Feneuil Les Basses Croix & Les Gillis 2016,2016,89.46,75 cl,France,Sparkling wine, Champagne,12586201
3924,Vazart-Coquart Cuvée Solera 82/14,Non-Vintage,69.52,75 cl,France,Sparkling wine, Champagne,12586301
3925,Emilien Fenuil Les Puits 2016,2016,89.46,75 cl,France,Sparkling wine, Champagne,12585901
3926,Dom. Vincent Dampt Chablis 1er Cru Côte de Lechet 2020,2020,68.97,150 cl,France,White wine, Burgund,12603405
3927,Emilien Feneuil Totem 2016,2016,89.46,75 cl,France,Sparkling wine, Champagne,12586601
3928,Jean-Claude Boisset Pommard 1er Cru Les Arvelets 2018,2018,67.82,75 cl,France,Red wine, Burgund,12686801
3929,Bachelet-Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2020,2020,229.35,75 cl,France,White wine, Burgund,12684101
3930,Massolino Barolo Parafada 2016,2016,166.08,150 cl,Italy,Red wine, Piemonte,12693905
3931,Dom. Y. Clerget Volnay Carelle Sous Chapelle 2018,2018,70.32,75 cl,France,Red wine, Burgund,12692701
3932,Clos de la Chapelle Pommard Grand Epenots 2018,2018,74.75,75 cl,France,Red wine, Burgund,12693601
3933,Dom. Y. Clerget Volnay Les Champans 2018,2018,183.27,150 cl,France,Red wine, Burgund,12692905
3934,Dom. Y. Clerget Volnay Les Santenots 2018,2018,70.3,75 cl,France,Red wine, Burgund,12692401
3935,Dom. Y. Clerget Volnay Les Caillerets 2018,2018,89.6,75 cl,France,Red wine, Burgund,12693201
3936,Dom. Y. Clerget Volnay Les Mitants 2018,2018,72.07,75 cl,France,Red wine, Burgund,12692301
3937,Clos de la Chapelle Corton Bressandes 2018,2018,88.75,75 cl,France,Red wine, Burgund,12694401
3938,Clos de la Chapelle Volnay Clos de la Chapelle 2018,2018,88.75,75 cl,France,Red wine, Burgund,12693501
3939,Bachelet-Ramonet Chassagne-Montrachet 1er Cru Caillerets 2020,2020,69.11,75 cl,France,White wine, Burgund,12684301
3940,La Forge de Tart Morey-Saint-Denis Premier Cru 2018,2018,193.7,75 cl,France,Red wine, Burgund,12683701
3941,Ch. Leoville Las Cases 2018,2018,177.83,37.5 cl,France,Red wine, Bordeaux,12697302
3942,Ch. d'Issan 2018,2018,102.17,75 cl,France,Red wine, Bordeaux,12697601
3943,Ch. Rauzan-Segla 2018,2018,82.17,37.5 cl,France,Red wine, Bordeaux,12697802
3944,Ch. Leoville Poyferré 2018,2018,138.7,75 cl,France,Red wine, Bordeaux,12698601
3945,de Chérisey Puligny-Montrachet 1er Cru La Garenne 2017,2017,86.94,75 cl,France,White wine, Burgund,12706301
3946,de Chérisey Puligny-Montrachet 1er Cru Hameau de Blagny 2017,2017,86.94,75 cl,France,White wine, Burgund,12706101
3947,Girardin Puligny-Montrachet 1er Cru Le Champ Gain 2018,2018,72,75 cl,France,White wine, Burgund,12704401
3948,de Chérisey Puligny-Montrachet 1er Cru Les Chalumeaux 2017,2017,86.94,75 cl,France,White wine, Burgund,12706401
3949,Bruno Clair Chambertin Clos de Beze 2018,2018,279.29,75 cl,France,Red wine, Burgund,12703901
3950,Bruno Clair Chambertin Clos de Beze Grand Cru 2018,2018,539.43,150 cl,France,Red wine, Burgund,12703805
3951,Bruno Clair Morey-Saint-Denis En la rue de Vergy,Non-Vintage,68.72,75 cl,France,White wine, Burgund,12708701
3952,Bruno Clair Savigny-les-Beaune La Dominode Premier cru 2018,2018,71.7,75 cl,France,Red wine, Burgund,12703301
3953,Bruno Clair Gevrey-Chambertin Clos du Fonteny Premier Cru 2018,2018,113.81,75 cl,France,Red wine, Burgund,12703201
3954,Bruno Clair Gevrey-Chambertin Petite Chapelle Premier Cru 2018,2018,113.9,75 cl,France,Red wine, Burgund,12703501
3955,Fontaine-Gagnard Chassagne-Montrachet La Romanee 1er cru 2018,2018,80.71,75 cl,France,White wine, Burgund,12702201
3956,Bruno Clair Gevrey-Chambertin Clos Saint Jacques Premier Cru 2018,2018,381.82,150 cl,France,Red wine, Burgund,12703605
3957,Bruno Clair Gevrey-Chambertin Cazetieres Premier Cru 2018,2018,133.37,75 cl,France,Red wine, Burgund,12703401
3958,Jean-Marc Millot Grands Echezeaux 2018,2018,241.67,75 cl,France,Red wine, Burgund,12701201
3959,Bruno Clair Bonnes Mares 2018,2018,279.29,75 cl,France,Red wine, Burgund,12704001
3960,Jean-Marc Millot Clos de Vougeot Grand Maupertui 2018,2018,158.94,75 cl,France,Red wine, Burgund,12700801
3961,Dom. Weinbach Alsace Grand Cru Schlossberg Riesling 2018,2018,108.69,150 cl,France,White wine, Alsace,10647805
3962,Delamain Révélation Early Landed Vintage 1999,1999,213.04,70 cl,France,Liquor, Cognac Brut,12713901
3963,Lucien le Moine Nuits-Saint-Georges 1er Cru Aux Boudots 2018,2018,104.37,75 cl,France,Red wine, Burgund,12722501
3964,Lucien le Moine Chambolle-Musigny 1er Cru Les Baudes Rouge 2018,2018,126.11,75 cl,France,Red wine, Burgund,12722901
3965,Lucien le Moine Gevrey-Chambertin 1er Cru Aux Combottes 2018,2018,113.07,75 cl,France,Red wine, Burgund,12722801
3966,Lucien le Moine Clos de la Roche Grand Cru 2018,2018,252.2,75 cl,France,Red wine, Burgund,12722701
3967,Lucien le Moine Nuits-Saint-Georges 1er Cru Les Vaucrains 2018,2018,108.72,75 cl,France,Red wine, Burgund,12722601
3968,Lucien le Moine Chambolle-Musigny 1er Cru Les Hauts Doix 2018,2018,156.55,75 cl,France,Red wine, Burgund,12723201
3969,Lucien le Moine Mazis-Chambertin Grand Cru 2018,2018,339.12,75 cl,France,Red wine, Burgund,12721501
3970,Lucien le Moine Vosne-Romanée 1er Cru Les Suchots 2018,2018,165.24,75 cl,France,Red wine, Burgund,12723401
3971,Lucien le Moine Griotte-Chambertin Grand Cru 2018,2018,260.9,75 cl,France,Red wine, Burgund,12721801
3972,Lucien le Moine Vosne-Romanée 1er Cru Les Petits Monts 2018,2018,173.94,75 cl,France,Red wine, Burgund,12723301
3973,Lucien le Moine Latricières-Chambertin Grand Cru 2018,2018,243.5,75 cl,France,Red wine, Burgund,12722001
3974,Lucien le Moine Vosne-Romanée 1er Cru Au-Dessus des Malconsorts 2018,2018,217.41,75 cl,France,Red wine, Burgund,12723501
3975,Lucien le Moine Gevrey-Chambertin 1er Cru Lavaux-Saint-Jacques 2018,2018,147.85,75 cl,France,Red wine, Burgund,12723001
3976,Lucien le Moine Volnay 1er Cru Les Caillerets 2018,2018,104.37,75 cl,France,Red wine, Burgund,12722101
3977,Ballot-Millot Meursault Les Narvaux 2018,2018,69.5,75 cl,France,White wine, Burgund,12729301
3978,Bernard & Thierry Glantenay Volnay 1er Cru Clos des Chênes 2018,2018,68.63,75 cl,France,Red wine, Burgund,12727701
3979,Ballot-Millot Meursault 1er Cru Boucheres 2018,2018,91.67,75 cl,France,White wine, Burgund,12729401
3980,Ballot-Millot Meursault 1er Cru Perrieres 2018,2018,116.9,75 cl,France,White wine, Burgund,12729501
3981,Tortochot Chambertin Grand Cru 2018,2018,197.32,75 cl,France,Red wine, Burgund,12741101
3982,Maison Champy Corton-Charlemagne 2018,2018,127.08,75 cl,France,White wine, Burgund,12732101
3983,Pascal Clement Corton-Charlemagne 2018,2018,153.86,75 cl,France,White wine, Burgund,12741901
3984,Tortochot Gevrey-Chambertin 1er Cru Lavaux-St.-Jaques 2018,2018,81.43,75 cl,France,Red wine, Burgund,12741301
3985,J.M. Boillot Puligny-Montrachet Premier Cru Champ-Canet,Non-Vintage,79.99,75 cl,France,White wine, Burgund,12732901
3986,Legros Nuits Saint Georges 1er Cru Aux Thorey 2018,2018,75.68,75 cl,France,Red wine, Burgund,12743201
3987,Jadot Corton Pougets Grand Cru 2018,2018,86.54,75 cl,France,Red wine, Burgund,12735001
3988,Jadot Nuits-St.-Georges Les Saint Georges 2018,2018,80.8,75 cl,France,Red wine, Burgund,12737501
3989,Jadot Gevrey-Chambertin 1er Cru Petite Chapelle 2018,2018,78.19,75 cl,France,Red wine, Burgund,12737101
3990,Jadot Corton Pougets Grand Cru Magnum 2018,2018,173.5,150 cl,France,Red wine, Burgund,12735105
3991,Jadot Gevrey-Chambertin 1er Cru Lavaux St Jaques 2018,2018,86.54,75 cl,France,Red wine, Burgund,12737001
3992,Jadot Gevrey-Chambertin 1er Cru Estournelles Saint Jacques 2018,2018,86.56,75 cl,France,Red wine, Burgund,12736901
3993,Joseph Drouhin Beaune Clos des Mouches Rouge 2018,2018,89.99,75 cl,France,Red wine, Burgund,12745801
3994,Camille Giroud Clos De Vougeot Grand Cru 2018,2018,154.84,75 cl,France,Red wine, Burgund,12747301
3995,Jadot Grands Echezeaux Grand Cru 2018,2018,233.91,75 cl,France,Red wine, Burgund,12737301
3996,Jadot Chambertin Clos de Beze 2018,2018,303.12,75 cl,France,Red wine, Burgund,12736701
3997,Ch. de la Tour Clos-Vougeot 2018,2018,149.21,75 cl,France,Red wine, Burgund,12747201
3998,Jadot Gevrey-Chambertin 1er Cru Lavaux St Jaques Magnum 2018,2018,173.07,150 cl,France,Red wine, Burgund,12736205
3999,Pine Ridge Vineyards Stags Leap Cabernet Sauvignon,Non-Vintage,118.25,75 cl,USA,Red wine, California,12737801
4000,Penfolds RWT Barossa Valley Shiraz 2018,2018,191.3,150 cl,Australia,Red wine, South Australia,11225205
4001,Joseph Drouhin Corton 2018,2018,138.25,75 cl,France,Red wine, Burgund,12746301
4002,Joseph Drouhin Chambolle-Musigny Amoureuses 2018,2018,356.52,75 cl,France,Red wine, Burgund,12746501
4003,Tortochot Mazis Chambertin Grand Cru 2018,2018,178,75 cl,France,Red wine, Burgund,12741201
4004,Noellat Pommard 1er Cru Les Saussilles 2018,2018,87.94,75 cl,France,Red wine, Burgund,12751801
4005,Bertheau Chambolle-Musigny Amoureuses 2018,2018,301.09,75 cl,France,Red wine, Burgund,12767301
4006,Pousse d'Or Volnay Clos des 60 Ouvrees 2018,2018,90.31,75 cl,France,Red wine, Burgund,12761501
4007,Chevillon Nuits-St. Georges Cailles 2018,2018,104.51,75 cl,France,Red wine, Burgund,12766601
4008,Ponsot Clos de Vougeot Grand Cru 2018,2018,351.09,75 cl,France,Red wine, Burgund,12759501
4009,Buisson-Charles Meursault 1er Cru Charmes 2018,2018,92.68,75 cl,France,White wine, Burgund,12755601
4010,Buisson-Charles Corton-Charlemagne Grand Cru 2018,2018,155.58,75 cl,France,White wine, Burgund,12756301
4011,Ch. de la Tour Clos-Vougeot Vielles Vignes 2018,2018,239.09,75 cl,France,Red wine, Burgund,12747101
4012,Pousse d'Or Volnay Clos de la Bousse d'Or 2018,2018,88.43,75 cl,France,Red wine, Burgund,12762001
4013,Ponsot Clos de la Roche Grand Cru 2018,2018,461.96,75 cl,France,Red wine, Burgund,12759801
4014,Ch d'Armailhac 2018,2018,84.77,75 cl,France,Red wine, Bordeaux,12752901
4015,Copperhead Gin Barrel Aged v.2,Non-Vintage,82.6,50 cl,Belgium,Liquor, Øvrige,12763102
4016,Spheric Spirits Vintage 1988 Blended Malt,Non-Vintage,199.99,70 cl,Scotland,Liquor, Highland,12763001
4017,L. Ponsot Gevrey-Chambertin cuvée de l'Aulne 2018,2018,71.89,75 cl,France,Red wine, Burgund,12768301
4018,Lamarche Grands Echezeaux 2018,2018,248.5,75 cl,France,Red wine, Burgund,12764101
4019,Louis Jadot Bonnes Mares Grand Cru 2016,2016,260.43,75 cl,France,Red wine, Burgund,12811401
4020,Louis Jadot Clos Vougeot Grand Cru 2013,2013,138.7,75 cl,France,Red wine, Burgund,12812901
4021,Raineri Barolo Castelletto 2016,2016,69.39,75 cl,Italy,Red wine, Piemonte,12814101
4022,Rauol Gautherin Chablis Grand Cru Les Clos 2018,2018,72.17,75 cl,France,White wine, Burgund,12815901
4023,Dom. Chandon de Briailles Corton-Maréchaudes Grand Cru 2017,2017,104.35,75 cl,France,Red wine, Burgund,12807401
4024,Liger-Belair Corton Grand Cru Les Renardes,Non-Vintage,142.39,75 cl,France,Red wine, Burgund,12892501
4025,Wemyss Glen Keith Turmeric Caramel Latte 1996 23 YO,Non-Vintage,170.87,70 cl,Scotland,Liquor, Speyside,12899001
4026,Wemyss Velvet Fig 25 YO,Non-Vintage,155.48,70 cl,Scotland,Liquor, Øvrige,12899101
4027,Travaglini Gattinara,Non-Vintage,347.82,600 cl,Italy,Red wine, Piemonte,12899407
4028,Warenghem Armorik Whisky Breton Single Malt Madère,Non-Vintage,78.09,70 cl,France,Liquor, Bretagne,12900701
4029,Cooper's Choice Dumbarton 2000 20 YO Single Grain Bourbon Cask No.211094,Non-Vintage,141.63,70 cl,Scotland,Liquor, Lowland,12901001
4030,Blackadder Raw Cask Caol Ila 9 YO,Non-Vintage,117.63,70 cl,Scotland,Liquor, Islay,12911301
4031,Marie Courtin Indulgence Rosé 2015,2015,95.63,75 cl,France,Sparkling wine, Champagne,12917101
4032,Marie Courtin Presence 2017,2017,86.94,75 cl,France,Sparkling wine, Champagne,12916901
4033,Marie Courtin Efflorescence Extra Brut 2015,2015,217.39,150 cl,France,Sparkling wine, Champagne,12916705
4034,Dom. Marc Roy Gevrey-Chambertin Vieilles Vignes 2019,2019,83.82,75 cl,France,Red wine, Burgund,12917301
4035,Dom. Marc Roy Gevrey-Chambertin Clos Prieur 2019,2019,95.03,75 cl,France,Red wine, Burgund,12917501
4036,Dom. Marc Roy Gevrey-Chambertin La Justice 2019,2019,95.23,75 cl,France,Red wine, Burgund,12917401
4037,Dom. Robert Sirugue Vosne-Romanée 2018,2018,77.31,75 cl,France,Red wine, Burgund,12917701
4038,Dom. Anne et Hervé Sigaut Chambolle-Musigny 1er Cru Les Groseilles 2018,2018,84.23,75 cl,France,Red wine, Burgund,12918101
4039,Dom. Anne et Hervé Sigaut Chambolle-Musigny 1er Cru Les Noirots 2018,2018,83.82,75 cl,France,Red wine, Burgund,12918201
4040,Ch. Langoa Barton 2018,2018,66.73,75 cl,France,Red wine, Bordeaux,12918501
4041,Dom. Marc Roy Cuvée Alexandrine Gevrey-Chambertin 2019,2019,120.17,75 cl,France,Red wine, Burgund,12920101
4042,Reichsgraf von Kesselstatt Scharzhofberger GG 2018,2018,68.69,150 cl,Germany,White wine, Mosel,12922905
4043,Reichsgraf von Kesselstatt Josephshöfer GG 2018,2018,68.69,150 cl,Germany,White wine, Mosel,12922705
4044,Reichsgraf von Kesselstatt Nies'chen GG 2018,2018,68.69,150 cl,Germany,White wine, Mosel,12922805
4045,Attilio Ghisolfi Barolo Bussia Bricco Visette,Non-Vintage,95.55,150 cl,Italy,Red wine, Piemonte,12923105
4046,Pierre Girardin Griotte-Chambertin Grand Cru 2018,2018,532.96,75 cl,France,Red wine, Burgund,12932001
4047,Pierre Girardin Mazis-Chambertin Grand Cru 2018,2018,634.7,75 cl,France,Red wine, Burgund,12931801
4048,Ch. Grand-Puy-Lacoste 2016,2016,95.48,75 cl,France,Red wine, Bordeaux,12928701
4049,Y d'Yquem 2019,2019,158.04,75 cl,France,White wine, Bordeaux,12938401
4050,Denis Mortet Chambolle-Musigny 1er Cru Aux Beaux Bruns 2018,2018,166.51,75 cl,France,Red wine, Burgund,12959801
4051,Pacalet Côte-Rôtie,Non-Vintage,99.12,75 cl,France,Red wine,Rhône,12946001
4052,Philippe Pacalet Chablis 1er Cru Beauroy,Non-Vintage,77.38,75 cl,France,White wine, Burgund,12945201
4053,Denis Mortet Gevrey-Chambertin 1er Cru Lavaux St. Jacques 2018,2018,226.51,75 cl,France,Red wine, Burgund,12947901
4054,Denis Mortet Gevrey-Chambertin Mes Cinq Terroirs 2018,2018,86.08,75 cl,France,Red wine, Burgund,12948001
4055,Ch. Troplong Mondot 2018,2018,154.35,75 cl,France,Red wine, Bordeaux,12970901
4056,Blackadder Raw Cask Benrinnes 10 YO 2010,2010,113.57,70 cl,Scotland,Liquor, Speyside,12913901
4057,Gobelsburg Tradition Heritage Cuvée 50 Years,Non-Vintage,106.94,75 cl,Austria,White wine, Niederösterreich,12969201
4058,Marc Morey Chassagne-Montrachet Blanc 2018,2018,71.3,75 cl,France,White wine, Burgund,12969101
4059,David Duband Vosne-Romanèe 2018,2018,78.69,75 cl,France,Red wine, Burgund,12997301
4060,Dausch Eschbacher Hasen Pinot Noir 2018,2018,77.37,75 cl,Germany,Red wine, Pfalz,12998801
4061,Dausch Pinot Noir HE 2018,2018,93.9,75 cl,Germany,Red wine, Pfalz,12998901
4062,Rhys Alpine Santa Cruz Montains Chardonnay 2016,2016,78.09,75 cl,USA,White wine, California,13068101
4063,De Montille Meursault 1er Cru Les Poruzots 2018,2018,78.25,75 cl,France,White wine, Burgund,13054501
4064,De Montille Meursault Saint-Christophe 2018,2018,66.26,75 cl,France,White wine, Burgund,13054401
4065,Bric del Gaian Grappa Invecchiata 2013,2013,113.01,70 cl,Italy,Liquor, Piemonte,13163301
4066,Dom. Ponsot Corton Charlemagne Grand Cru,Non-Vintage,203.26,75 cl,France,White wine, Burgund,13164301
4067,Dom. Ponsot Corton Charlemagne Grand Cru,Non-Vintage,211.96,75 cl,France,White wine, Burgund,13164401
4068,Philippe Pacalet Nuits Saint Georges,Non-Vintage,69.1,75 cl,France,Red wine, Burgund,13164901
4069,Dom. de la Pousse d'Or Chevalier-Montrachet Grand Cru,Non-Vintage,458.48,75 cl,France,White wine, Burgund,13170901
4070,Philippe Pacalet Clos de Vougeot Grand Cru,Non-Vintage,249.35,75 cl,France,Red wine, Burgund,13171701
4071,Philippe Pacalet Gevrey-Chambertin 1er Cru Bel-Air,Non-Vintage,109.83,75 cl,France,Red wine, Burgund,13171601
4072,Philippe Pacalet Gevrey Chambertin,Non-Vintage,65.8,75 cl,France,Red wine, Burgund,13172201
4073,Philippe Pacalet Aloxe Corton 1er Cru Les Valozières,Non-Vintage,74.78,75 cl,France,Red wine, Burgund,13172501
4074,Single Malts of Scotland Reserve Casks Mannochmore 11 YO,Non-Vintage,91.27,70 cl,Scotland,Liquor, Speyside,13173101
4075,El Destilado Papalome,Non-Vintage,74.13,50 cl,Mexico,Liquor, Øvrige,13188502
4076,Pousse d'Or Chambolle-Musigny 1er Cru Les Amoureuses,Non-Vintage,269.35,75 cl,France,Red wine, Burgund,13189401
4077,Pousse d'Or Volnay 1er Cru Clos de la Bousse d'Or Monopole,Non-Vintage,168.48,150 cl,France,Red wine, Burgund,13189205
4078,Pousse d'Or Volnay 1er Cru Clos des 60 Ouvrées Monopole,Non-Vintage,172.83,150 cl,France,Red wine, Burgund,13189305
4079,Girardin Meursault 1er Cru Les Perrières 2018,2018,94.26,75 cl,France,White wine, Burgund,13190501
4080,Nicolas Jay Willamette Valley Pinot Noir,Non-Vintage,65.78,75 cl,USA,Red wine, Oregon,13193201
4081,Ch. Mouton Rothschild 2018,2018,634.35,75 cl,France,Red wine, Bordeaux,13197301
4082,Mhoba Bushfire,Non-Vintage,86.83,70 cl,Sør-Afrika,Liquor, Øvrige,13173901
4083,1423 Singel barrel selection Belize 2005,2005,112.87,70 cl,Belize,Liquor,not found,13174101
4084,1423 Singel barrel selection Barbados 2000,2000,147.77,70 cl,Barbados,Liquor, Øvrige,13174201
4085,Balcones Mirador Texas Single Malt Whisky,Non-Vintage,93.44,70 cl,USA,Liquor, Øvrige,13174401
