city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,CapitalEurope
Fukutsu,Fukutsu,33.7669,130.4911,Japan,JP,JPN,Fukuoka,,65770,1392003286,No
Saiki,Saiki,32.9603,131.8994,Japan,JP,JPN,Ōita,,66497,1392471298,No
Shiojiri,Shiojiri,36.1167,137.95,Japan,JP,JPN,Nagano,,66181,1392508735,No
Ina,Ina,35.8275,137.9539,Japan,JP,JPN,Nagano,,65670,1392422546,No
Itō,Ito,34.9658,139.1019,Japan,JP,JPN,Shizuoka,,64473,1392003261,No
Yanagawa,Yanagawa,33.1631,130.4061,Japan,JP,JPN,Fukuoka,,64120,1392003166,No
Miyoshi,Miyoshi,35.0897,137.0744,Japan,JP,JPN,Aichi,,62963,1392003202,No
Sodegaura,Sodegaura,35.43,139.9547,Japan,JP,JPN,Chiba,,63975,1392003058,No
Tamana,Tamana,32.9281,130.5597,Japan,JP,JPN,Kumamoto,,64206,1392407764,No
Tenri,Tenri,34.5967,135.8375,Japan,JP,JPN,Nara,,63760,1392003530,No
Asahi,Asahi,35.7161,140.6481,Japan,JP,JPN,Chiba,,63507,1392803608,No
Tsuruga,Tsuruga,35.65,136.0667,Japan,JP,JPN,Fukui,,63724,1392056382,No
Kurihara,Kurihara,38.7303,141.0214,Japan,JP,JPN,Miyagi,,63689,1392698850,No
Shiroi,Shiroi,35.7917,140.0564,Japan,JP,JPN,Chiba,,61673,1392006213,No
Nago,Nago,26.5917,127.9775,Japan,JP,JPN,Okinawa,,63060,1392102097,No
Kaga,Kaga,36.3028,136.315,Japan,JP,JPN,Ishikawa,,62997,1392003175,No
Kōshizuka,Koshizuka,32.8858,130.7897,Japan,JP,JPN,Kumamoto,,61997,1392770525,No
Fujioka,Fujioka,36.2667,139.0667,Japan,JP,JPN,Gunma,,62608,1392000076,No
Tendō,Tendo,38.3622,140.3783,Japan,JP,JPN,Yamagata,,61981,1392389398,No
Itoman,Itoman,26.1181,127.6872,Japan,JP,JPN,Okinawa,,60903,1392029438,No
Mitoyo,Mitoyo,34.1475,133.6958,Japan,JP,JPN,Kagawa,,61838,1392003344,No
Hita,Hita,33.3211,130.9414,Japan,JP,JPN,Ōita,,61755,1392999996,No
Aisai,Aisai,35.15,136.7333,Japan,JP,JPN,Aichi,,60914,1392254584,No
Tamba,Tamba,35.1772,135.0358,Japan,JP,JPN,Hyōgo,,60824,1392003340,No
Sennan,Sennan,34.3658,135.2736,Japan,JP,JPN,Ōsaka,,59634,1392003335,No
Koga,Koga,33.7333,130.4667,Japan,JP,JPN,Fukuoka,,59349,1392503917,No
Hashimoto,Hashimoto,34.3167,135.6,Japan,JP,JPN,Wakayama,,60058,1392655829,No
Yame,Yame,33.2119,130.5578,Japan,JP,JPN,Fukuoka,,60196,1392003211,No
Shimotsuke,Shimotsuke,36.3872,139.8422,Japan,JP,JPN,Tochigi,,59404,1392034271,No
Towada,Towada,40.6128,141.2058,Japan,JP,JPN,Aomori,,60063,1392003343,No
Sanyō-Onoda,Sanyo-Onoda,34.0033,131.1819,Japan,JP,JPN,Yamaguchi,,59648,1392003502,No
Jōsō,Joso,36.0236,139.9939,Japan,JP,JPN,Ibaraki,,59223,1392553484,No
Ogōri,Ogori,33.3964,130.5556,Japan,JP,JPN,Fukuoka,,58322,1392003447,No
Kesennuma,Kesennuma,38.9083,141.57,Japan,JP,JPN,Miyagi,,59341,1392003464,No
Hyūga,Hyuga,32.4228,131.6239,Japan,JP,JPN,Miyazaki,,59276,1392003479,No
Tahara,Tahara,34.6414,137.1831,Japan,JP,JPN,Aichi,,59015,1392243074,No
Chikuma,Chikuma,36.5307,138.1149,Japan,JP,JPN,Nagano,,58755,1392003086,No
Shirakawa,Shirakawa,37.1264,140.2108,Japan,JP,JPN,Fukushima,,59044,1392881381,No
Chichibu,Chichibu,35.9917,139.0856,Japan,JP,JPN,Saitama,,59101,1392105662,No
Kitahiroshima,Kitahiroshima,42.9857,141.5636,Japan,JP,JPN,Hokkaidō,,58125,1392003254,No
Tokoname,Tokoname,34.8833,136.8333,Japan,JP,JPN,Aichi,,57507,1392719168,No
Date,Date,37.8189,140.5631,Japan,JP,JPN,Fukushima,,58232,1392089091,No
Kokawa,Kokawa,34.2697,135.3625,Japan,JP,JPN,Wakayama,,58130,1392193996,No
Ishikari,Ishikari,43.1783,141.3067,Japan,JP,JPN,Hokkaidō,,58284,1392382929,No
Kosai,Kosai,34.7186,137.5317,Japan,JP,JPN,Shizuoka,,57682,1392881893,No
Choshi,Choshi,35.7347,140.8267,Japan,JP,JPN,Chiba,,57533,1392509915,No
Tōgane,Togane,35.56,140.3661,Japan,JP,JPN,Chiba,,57560,1392535901,No
Mizuho,Mizuho,35.3919,136.6908,Japan,JP,JPN,Gifu,,56106,1392003071,No
Minokamo,Minokamo,35.4333,137.0167,Japan,JP,JPN,Gifu,,57007,1392923149,No
Uki,Uki,32.6478,130.6843,Japan,JP,JPN,Kumamoto,,57096,1392003352,No
Kudamatsu,Kudamatsu,34.015,131.8703,Japan,JP,JPN,Yamaguchi,,56661,1392936646,No
Kan’onjichō,Kan'onjicho,34.1283,133.6628,Japan,JP,JPN,Kagawa,,56639,1392669247,No
Tama,Tama,34.4919,133.9458,Japan,JP,JPN,Okayama,,56431,1392920586,No
Murakami,Murakami,38.2239,139.4801,Japan,JP,JPN,Niigata,,56713,1392955865,No
Nōgata,Nogata,33.7439,130.7297,Japan,JP,JPN,Fukuoka,,55705,1392996522,No
Takizawa,Takizawa,39.7347,141.0769,Japan,JP,JPN,Iwate,,56050,1392999985,No
Hidaka,Hidaka,35.9078,139.3392,Japan,JP,JPN,Saitama,,54728,1392984149,No
Toki,Toki,35.3525,137.1833,Japan,JP,JPN,Gifu,,55388,1392224930,No
Narutochō-mitsuishi,Narutocho-mitsuishi,34.1667,134.6167,Japan,JP,JPN,Tokushima,,55264,1392492030,No
Chino,Chino,35.9956,138.1589,Japan,JP,JPN,Nagano,,55018,1392143893,No
Konan,Konan,35.0042,136.085,Japan,JP,JPN,Shiga,,54392,1392003316,No
Funato,Funato,34.2564,135.3111,Japan,JP,JPN,Wakayama,,53714,1392061989,No
Minamiuonuma,Minamiuonuma,37.0667,138.8833,Japan,JP,JPN,Niigata,,54820,1392003069,No
Sakurai,Sakurai,34.5189,135.8519,Japan,JP,JPN,Nara,,54346,1392404351,No
Annaka,Annaka,36.3264,138.8872,Japan,JP,JPN,Gunma,,54602,1392614505,No
Nihonmatsu,Nihonmatsu,37.5847,140.4314,Japan,JP,JPN,Fukushima,,54447,1392003251,No
Sado,Sado,38.0183,138.3683,Japan,JP,JPN,Niigata,,54304,1392003124,No
Hanyū,Hanyu,36.1728,139.5486,Japan,JP,JPN,Saitama,,53431,1392690560,No
Hamada,Hamada,34.8992,132.08,Japan,JP,JPN,Shimane,,53753,1392003345,No
Naka,Naka,36.4575,140.4867,Japan,JP,JPN,Ibaraki,,53035,1392003137,No
Mutsu,Mutsu,41.2931,141.1831,Japan,JP,JPN,Aomori,,53393,1392177200,No
Tomiya,Tomiya,38.4,140.8953,Japan,JP,JPN,Miyagi,,51859,1392996342,No
Imarichō-kō,Imaricho-ko,33.2647,129.8808,Japan,JP,JPN,Saga,,52694,1392532933,No
Usa,Usa,33.5319,131.3494,Japan,JP,JPN,Ōita,,52767,1392003321,No
Minami-Sōma,Minami-Soma,37.6422,140.9572,Japan,JP,JPN,Fukushima,,52619,1392151264,No
Miyakojima,Miyakojima,24.8056,125.2811,Japan,JP,JPN,Okinawa,,52390,1392003221,No
Izumi,Izumi,32.0906,130.3528,Japan,JP,JPN,Kagoshima,,51893,1392003160,No
Bandō,Bando,36.0483,139.8889,Japan,JP,JPN,Ibaraki,,51511,1392946585,No
Tsukubamirai,Tsukubamirai,35.9631,140.0372,Japan,JP,JPN,Ibaraki,,51134,1392787574,No
Arao,Arao,32.9867,130.4333,Japan,JP,JPN,Kumamoto,,50570,1392439718,No
Satte,Satte,36.0781,139.7258,Japan,JP,JPN,Saitama,,49961,1392499681,No
Hannan,Hannan,34.3594,135.2397,Japan,JP,JPN,Ōsaka,,49794,1392003274,No
Nanao,Nanao,37.0333,136.9667,Japan,JP,JPN,Ishikawa,,51001,1392003465,No
Sakaidechō,Sakaidecho,34.3164,133.8606,Japan,JP,JPN,Kagawa,,50577,1392517231,No
Yūki,Yuki,36.3053,139.8775,Japan,JP,JPN,Ibaraki,,50218,1392722230,No
Kyōtango,Kyotango,35.6242,135.0611,Japan,JP,JPN,Kyōto,,50857,1392003106,No
Miyako,Miyako,39.6414,141.9572,Japan,JP,JPN,Iwate,,50855,1392075695,No
Goshogawara,Goshogawara,40.8081,140.44,Japan,JP,JPN,Aomori,,50757,1392003155,No
Susono,Susono,35.1739,138.9067,Japan,JP,JPN,Shizuoka,,50510,1392001986,No
Nakagawa,Nakagawa,33.4994,130.4222,Japan,JP,JPN,Fukuoka,,50186,1392003507,No
Higashiura,Higashiura,34.9772,136.9656,Japan,JP,JPN,Aichi,,49252,1392003377,No
Yasu,Yasu,35.0675,136.0258,Japan,JP,JPN,Shiga,,50049,1392205770,No
Kameyama,Kameyama,34.8558,136.4517,Japan,JP,JPN,Mie,,49971,1392003390,No
Miyoshi,Miyoshi,34.8058,132.8517,Japan,JP,JPN,Hiroshima,,50046,1392714419,No
Nichinan,Nichinan,31.6019,131.3789,Japan,JP,JPN,Miyazaki,,49899,1392942618,No
Chikugo,Chikugo,33.2122,130.5022,Japan,JP,JPN,Fukuoka,,48794,1392003359,No
Noshiromachi,Noshiromachi,40.2122,140.0267,Japan,JP,JPN,Akita,,49625,1392645142,No
Tomisato,Tomisato,35.7267,140.3431,Japan,JP,JPN,Chiba,,49470,1392179230,No
Suzaka,Suzaka,36.6511,138.3069,Japan,JP,JPN,Nagano,,49393,1392723213,No
Tōkamachi,Tokamachi,37.1275,138.7557,Japan,JP,JPN,Niigata,,49472,1392044124,No
Hikari,Hikari,33.9617,131.9422,Japan,JP,JPN,Yamaguchi,,49013,1392832835,No
Asakura,Asakura,33.4233,130.6656,Japan,JP,JPN,Fukuoka,,49254,1392003100,No
Nomimachi,Nomimachi,36.4375,136.4961,Japan,JP,JPN,Ishikawa,,48860,1392180005,No
Midori,Midori,36.3947,139.2811,Japan,JP,JPN,Gunma,,49190,1392999995,No
Yamaga,Yamaga,33.0167,130.6914,Japan,JP,JPN,Kumamoto,,48753,1392023870,No
Omitama,Omitama,36.2394,140.3525,Japan,JP,JPN,Ibaraki,,48555,1392354218,No
Suwa,Suwa,36.0392,138.1142,Japan,JP,JPN,Nagano,,48309,1392189773,No
Ami,Ami,36.0333,140.2,Japan,JP,JPN,Ibaraki,,48072,1392730678,No
Ōamishirasato,Oamishirasato,35.5217,140.3211,Japan,JP,JPN,Chiba,,47722,1392003188,No
Sanmu,Sanmu,35.6028,140.4136,Japan,JP,JPN,Chiba,,48196,1392513684,No
Ishigaki,Ishigaki,24.3333,124.15,Japan,JP,JPN,Okinawa,,48258,1392462580,No
Shimotsuchō-kominami,Shimotsucho-kominami,34.1556,135.2092,Japan,JP,JPN,Wakayama,,47697,1392564881,No
Ena,Ena,35.4494,137.4128,Japan,JP,JPN,Gifu,,47999,1392686294,No
Okaya,Okaya,36.0669,138.0494,Japan,JP,JPN,Nagano,,47499,1392003120,No
Tonami,Tonami,36.65,136.9667,Japan,JP,JPN,Toyama,,47638,1392414671,No
Higashine,Higashine,38.4314,140.3911,Japan,JP,JPN,Yamagata,,47747,1392717466,No
Takeochō-takeo,Takeocho-takeo,33.1939,130.0192,Japan,JP,JPN,Saga,,47681,1392009926,No
Ono,Ono,34.8531,134.9317,Japan,JP,JPN,Hyōgo,,47316,1392999991,No
Hitachi-ota,Hitachi-ota,36.5383,140.5311,Japan,JP,JPN,Ibaraki,,47586,1392794380,No
Kikugawa,Kikugawa,34.7578,138.0842,Japan,JP,JPN,Shizuoka,,47194,1392787606,No
Nanto,Nanto,36.5833,136.9167,Japan,JP,JPN,Toyama,,47390,1392003431,No
Gosen,Gosen,37.6564,139.2264,Japan,JP,JPN,Niigata,,47262,1392762928,No
Tomioka,Tomioka,36.26,138.89,Japan,JP,JPN,Gunma,,46928,1392639316,No
Noboribetsu,Noboribetsu,42.4128,141.1067,Japan,JP,JPN,Hokkaidō,,46838,1392722896,No
Fujiyoshida,Fujiyoshida,35.4875,138.8077,Japan,JP,JPN,Yamanashi,,46659,1392003331,No
Sanuki,Sanuki,34.3253,134.1722,Japan,JP,JPN,Kagawa,,46723,1392003130,No
Hioki,Hioki,31.6336,130.4022,Japan,JP,JPN,Kagoshima,,46671,1392003440,No
Shimeo,Shimeo,33.5914,130.4797,Japan,JP,JPN,Fukuoka,,46207,1392938801,No
Tamagawa,Tamagawa,33.6389,130.8061,Japan,JP,JPN,Fukuoka,,45946,1392705807,No
Izunokuni,Izunokuni,35.0278,138.9289,Japan,JP,JPN,Shizuoka,,46212,1392003298,No
Nakai,Nakai,33.5756,133.6414,Japan,JP,JPN,Kōchi,,46567,1392020842,No
Kurayoshi,Kurayoshi,35.43,133.8256,Japan,JP,JPN,Tottori,,46269,1392359185,No
Kasaoka,Kasaoka,34.5072,133.5072,Japan,JP,JPN,Okayama,,46080,1392085500,No
Takashima,Takashima,35.3528,136.0356,Japan,JP,JPN,Shiga,,46246,1392048667,No
Kikuchi,Kikuchi,32.9794,130.8133,Japan,JP,JPN,Kumamoto,,45971,1392999989,No
Hokota,Hokota,36.1586,140.5164,Japan,JP,JPN,Ibaraki,,45910,1392374973,No
Shima,Shima,34.3283,136.8306,Japan,JP,JPN,Mie,,45834,1392981052,No
Kariya,Kariya,34.755,134.3903,Japan,JP,JPN,Hyōgo,,45473,1392896537,No
Hokuto,Hokuto,41.8242,140.6528,Japan,JP,JPN,Hokkaidō,,45661,1392000277,No
Kitakata,Kitakata,37.6511,139.8747,Japan,JP,JPN,Fukushima,,45590,1392003224,No
Sugito,Sugito,36.0311,139.7264,Japan,JP,JPN,Saitama,,43755,1392687302,No
Nanjō,Nanjo,26.1633,127.7706,Japan,JP,JPN,Okinawa,,44318,1392003136,No
Sakura,Sakura,36.6853,139.9664,Japan,JP,JPN,Tochigi,,44777,1392003217,No
Tateyama,Tateyama,34.9967,139.87,Japan,JP,JPN,Chiba,,44692,1392021641,No
Iwanuma,Iwanuma,38.1044,140.87,Japan,JP,JPN,Miyagi,,44340,1392999998,No
Numata,Numata,36.6439,139.0428,Japan,JP,JPN,Gunma,,44782,1392003068,No
Nagaizumi,Nagaizumi,35.1378,138.8972,Japan,JP,JPN,Shizuoka,,43204,1392999980,No
Taketoyo,Taketoyo,34.8514,136.915,Japan,JP,JPN,Aichi,,43095,1392393815,No
Kikuyō,Kikuyo,32.8625,130.8286,Japan,JP,JPN,Kumamoto,,43443,1392003170,No
Masuda,Masuda,34.675,131.8428,Japan,JP,JPN,Shimane,,44474,1392671725,No
Hagi,Hagi,34.4078,131.3989,Japan,JP,JPN,Yamaguchi,,44118,1392685567,No
Otofuke,Otofuke,42.9917,143.2003,Japan,JP,JPN,Hokkaidō,,44049,1392138807,No
Goshikichō-aihara-minamidani,Goshikicho-aihara-minamidani,34.2958,134.7792,Japan,JP,JPN,Hyōgo,,43914,1392800899,No
Himi,Himi,36.85,136.9833,Japan,JP,JPN,Toyama,,43747,1392258347,No
Yatomi,Yatomi,35.1167,136.7167,Japan,JP,JPN,Aichi,,43038,1392003504,No
Taniyama-chūō,Taniyama-chuo,31.5211,130.5176,Japan,JP,JPN,Kagoshima,,42683,1392409651,No
Ogimachi,Ogimachi,33.2506,130.2017,Japan,JP,JPN,Saga,,43257,1392963312,No
Shinshiro,Shinshiro,34.9,137.5,Japan,JP,JPN,Aichi,,43620,1392488920,No
Hokuto,Hokuto,35.7767,138.4236,Japan,JP,JPN,Yamanashi,,43452,1392003315,No
Makinohara,Makinohara,34.74,138.2247,Japan,JP,JPN,Shizuoka,,43061,1392331994,No
Shimabara,Shimabara,32.7756,130.3381,Japan,JP,JPN,Nagasaki,,42858,1392371558,No
Kōta,Kota,34.8647,137.1656,Japan,JP,JPN,Aichi,,42523,1392003243,No
Kobayashi,Kobayashi,31.9967,130.9728,Japan,JP,JPN,Miyazaki,,43114,1392148091,No
Miura,Miura,35.1442,139.6206,Japan,JP,JPN,Kanagawa,,41807,1392001356,No
Obita,Obita,32.8253,129.875,Japan,JP,JPN,Nagasaki,,41341,1392972610,No
Kasai,Kasai,34.9278,134.8419,Japan,JP,JPN,Hyōgo,,42290,1392003357,No
Akaiwa,Akaiwa,34.7553,134.0189,Japan,JP,JPN,Okayama,,42341,1392003260,No
Futtsu,Futtsu,35.3042,139.8569,Japan,JP,JPN,Chiba,,42280,1392321461,No
Nakano,Nakano,36.7419,138.3694,Japan,JP,JPN,Nagano,,41972,1392139023,No
Maniwa,Maniwa,35.0756,133.7525,Japan,JP,JPN,Okayama,,42259,1392003241,No
Minamishimabara,Minamishimabara,32.6597,130.2978,Japan,JP,JPN,Nagasaki,,41903,1392999974,No
Shimotsuma,Shimotsuma,36.1844,139.9675,Japan,JP,JPN,Ibaraki,,41499,1392100062,No
Nanbei,Nanbei,35.3206,139.1,Japan,JP,JPN,Kanagawa,,41259,1392514585,No
Yuzawa,Yuzawa,39.1644,140.4958,Japan,JP,JPN,Akita,,41601,1392884972,No
Masaki,Masaki,33.7876,132.7112,Japan,JP,JPN,Ehime,,39681,1392691084,No
Kitaibaraki,Kitaibaraki,36.8019,140.7511,Japan,JP,JPN,Ibaraki,,41352,1392092741,No
Komoro,Komoro,36.3275,138.4258,Japan,JP,JPN,Nagano,,41066,1392003412,No
Unzen,Unzen,32.8353,130.1875,Japan,JP,JPN,Nagasaki,,41018,1392003351,No
Amami,Amami,28.3772,129.4939,Japan,JP,JPN,Okinawa,,41049,1392003169,No
Sumoto,Sumoto,34.3422,134.8944,Japan,JP,JPN,Hyōgo,,40904,1392003227,No
Awaji,Awaji,34.4333,134.9167,Japan,JP,JPN,Hyōgo,,41127,1392003425,No
Uozu,Uozu,36.8,137.4,Japan,JP,JPN,Toyama,,40828,1392003458,No
Katō,Kato,34.9175,134.9736,Japan,JP,JPN,Hyōgo,,40728,1392003309,No
Yomitan,Yomitan,26.3961,127.7444,Japan,JP,JPN,Okinawa,,39791,1392003512,No
Komono,Komono,35,136.5167,Japan,JP,JPN,Mie,,40329,1392136117,No
Agano,Agano,37.8344,139.226,Japan,JP,JPN,Niigata,,40382,1392003064,No
Aizawa,Aizawa,35.5289,139.3217,Japan,JP,JPN,Kanagawa,,39260,1392673347,No
Ōzu,Ozu,33.5064,132.5447,Japan,JP,JPN,Ehime,,40289,1392217388,No
Itoigawa,Itoigawa,37.0333,137.8667,Japan,JP,JPN,Niigata,,40200,1392314083,No
Kasumigaura,Kasumigaura,36.1519,140.2372,Japan,JP,JPN,Ibaraki,,39993,1392054909,No
Sagae,Sagae,38.3811,140.2761,Japan,JP,JPN,Yamagata,,39854,1392838148,No
Kurobeshin,Kurobeshin,36.8667,137.45,Japan,JP,JPN,Toyama,,39718,1392968736,No
Mibu,Mibu,36.4167,139.8,Japan,JP,JPN,Tochigi,,39151,1392551265,No
Takikawa,Takikawa,43.5578,141.9106,Japan,JP,JPN,Hokkaidō,,39266,1392063126,No
Mitsuke,Mitsuke,37.5333,138.9167,Japan,JP,JPN,Niigata,,39024,1392999982,No
Shibata,Shibata,38.0564,140.7658,Japan,JP,JPN,Miyagi,,38638,1392003080,No
Tamba-Sasayama,Tamba-Sasayama,35.0758,135.2192,Japan,JP,JPN,Hyōgo,,39245,1392003223,No
Higashimatsushima,Higashimatsushima,38.4264,141.2106,Japan,JP,JPN,Miyagi,,38880,1392705600,No
Inashiki,Inashiki,35.9567,140.3239,Japan,JP,JPN,Ibaraki,,38853,1392230730,No
Yoshinogawa,Yoshinogawa,34.0664,134.3586,Japan,JP,JPN,Tokushima,,38726,1392003198,No
Umi,Umi,33.5678,130.5111,Japan,JP,JPN,Fukuoka,,37713,1392401859,No
Hitachiomiya,Hitachiomiya,36.55,140.4167,Japan,JP,JPN,Ibaraki,,38836,1392000308,No
Ōmagari,Omagari,39.4531,140.4754,Japan,JP,JPN,Akita,,38794,1392052360,No
Sakuragawa,Sakuragawa,36.3272,140.0906,Japan,JP,JPN,Ibaraki,,38677,1392000708,No
Ibusuki,Ibusuki,31.2528,130.6331,Japan,JP,JPN,Kagoshima,,38571,1392003168,No
Gujō,Gujo,35.7486,136.9644,Japan,JP,JPN,Gifu,,38747,1392159452,No
Nishiwaki,Nishiwaki,34.9933,134.9694,Japan,JP,JPN,Hyōgo,,38479,1392948535,No
Tōkai,Tokai,36.4731,140.5661,Japan,JP,JPN,Ibaraki,,37700,1392003127,No
Misawa,Misawa,40.6833,141.3689,Japan,JP,JPN,Aomori,,38351,1392268760,No
Ibara,Ibara,34.5978,133.4639,Japan,JP,JPN,Okayama,,38236,1392000586,No
Katsuragi,Katsuragi,34.4892,135.7267,Japan,JP,JPN,Nara,,37225,1392516369,No
Maibara,Maibara,35.3153,136.2839,Japan,JP,JPN,Shiga,,37374,1392812033,No
Tamamura,Tamamura,36.3044,139.115,Japan,JP,JPN,Gunma,,36041,1392003541,No
Seika,Seika,34.7608,135.7858,Japan,JP,JPN,Kyōto,,35951,1392999997,No
Kannan,Kannan,35.0894,138.9453,Japan,JP,JPN,Shizuoka,,36607,1392155353,No
Tsubata,Tsubata,36.6686,136.7283,Japan,JP,JPN,Ishikawa,,36728,1392195926,No
Fuchūchō,Fuchucho,34.5683,133.2364,Japan,JP,JPN,Hiroshima,,36754,1392822358,No
Sōma,Soma,37.7967,140.9197,Japan,JP,JPN,Fukushima,,36752,1392003527,No
Mizunami,Mizunami,35.3619,137.2544,Japan,JP,JPN,Gifu,,36721,1392283682,No
Komatsushimachō,Komatsushimacho,34.0047,134.5906,Japan,JP,JPN,Tokushima,,36123,1392858240,No
Kanada,Kanada,33.7761,130.9806,Japan,JP,JPN,Fukuoka,,36075,1392483747,No
Yasugichō,Yasugicho,35.4317,133.2508,Japan,JP,JPN,Shimane,,36713,1392750514,No
Uto,Uto,32.6875,130.6583,Japan,JP,JPN,Kumamoto,,35947,1392003208,No
Morohongō,Morohongo,35.9417,139.3161,Japan,JP,JPN,Saitama,,35370,1392302813,No
Rifu,Rifu,38.3303,140.9756,Japan,JP,JPN,Miyagi,,35521,1392894446,No
Miyajima,Miyajima,33.1525,130.4747,Japan,JP,JPN,Kumamoto,,35665,1392131326,No
Setouchi,Setouchi,34.665,134.0928,Japan,JP,JPN,Okayama,,35624,1392003436,No
Atami,Atami,35.0961,139.0717,Japan,JP,JPN,Shizuoka,,35276,1392990970,No
Usuki,Usuki,33.1258,131.8047,Japan,JP,JPN,Ōita,,35681,1392521875,No
Isumi,Isumi,35.2539,140.3853,Japan,JP,JPN,Chiba,,35570,1392003275,No
Minami-Bōsō,Minami-Boso,35.0433,139.8403,Japan,JP,JPN,Chiba,,35454,1392515382,No
Kahoku,Kahoku,36.72,136.7067,Japan,JP,JPN,Ishikawa,,34936,1392426434,No
Kamata,Kamata,33.5633,130.7117,Japan,JP,JPN,Fukuoka,,35208,1392357723,No
Unnan,Unnan,35.2878,132.9006,Japan,JP,JPN,Shimane,,35366,1392003098,No
Ōzu,Ozu,32.8803,130.8717,Japan,JP,JPN,Kumamoto,,34975,1392068009,No
Tamura,Tamura,37.4414,140.5692,Japan,JP,JPN,Fukushima,,35042,1392003531,No
Iyo,Iyo,33.7575,132.7039,Japan,JP,JPN,Ehime,,34927,1392849626,No
Seiyo,Seiyo,33.3631,132.5111,Japan,JP,JPN,Ehime,,34898,1392003249,No
Sōsa,Sosa,35.7078,140.5644,Japan,JP,JPN,Chiba,,34427,1392454467,No
Shingū,Shingu,33.7139,130.4314,Japan,JP,JPN,Fukuoka,,33017,1392392982,No
Awa,Awa,34.0789,134.2383,Japan,JP,JPN,Tokushima,,34569,1392003305,No
Abashiri,Abashiri,44.0206,144.2736,Japan,JP,JPN,Hokkaidō,,34640,1392204790,No
Ofunato,Ofunato,39.0822,141.7083,Japan,JP,JPN,Iwate,,34568,1392003522,No
Gotō,Goto,32.6956,128.8408,Japan,JP,JPN,Nagasaki,,34425,1392003394,No
Inabe,Inabe,35.1158,136.5614,Japan,JP,JPN,Mie,,34323,1392110591,No
Shinjō,Shinjo,38.765,140.3016,Japan,JP,JPN,Yamagata,,34284,1392003420,No
Tōon,Toon,33.791,132.8722,Japan,JP,JPN,Ehime,,34195,1392003399,No
Shisō,Shiso,35.0058,134.5486,Japan,JP,JPN,Hyōgo,,34116,1392003057,No
Uonuma,Uonuma,37.2333,138.9667,Japan,JP,JPN,Niigata,,34112,1392915660,No
Mizuho,Mizuho,35.7719,139.3539,Japan,JP,JPN,Saitama,,32108,1392003072,No
Ojiya,Ojiya,37.3144,138.7951,Japan,JP,JPN,Niigata,,33729,1392003354,No
Sakaiminato,Sakaiminato,35.5397,133.2317,Japan,JP,JPN,Shimane,,32503,1392354466,No
Ōsawa,Osawa,33.2067,130.3839,Japan,JP,JPN,Fukuoka,,32609,1392646983,No
Taishi,Taishi,34.8336,134.5781,Japan,JP,JPN,Hyōgo,,33321,1392003237,No
Date,Date,42.4719,140.8647,Japan,JP,JPN,Hokkaidō,,33404,1392999978,No
Shōbara,Shobara,34.8578,133.0167,Japan,JP,JPN,Hiroshima,,33409,1392341787,No
Hayama,Hayama,35.2719,139.5864,Japan,JP,JPN,Kanagawa,,31546,1392003406,No
Watari,Watari,38.0378,140.8528,Japan,JP,JPN,Miyagi,,32846,1392003535,No
Minamikyūshū,Minamikyushu,31.3783,130.4417,Japan,JP,JPN,Kagoshima,,33115,1392003265,No
Asakuchi,Asakuchi,34.5278,133.585,Japan,JP,JPN,Okayama,,32669,1392999990,No
Shimotoba,Shimotoba,34.8839,135.6628,Japan,JP,JPN,Kyōto,,31292,1392825221,No
Kamaishi,Kamaishi,39.2758,141.8856,Japan,JP,JPN,Iwate,,33061,1392589485,No
Bungoōno,Bungoono,32.9781,131.585,Japan,JP,JPN,Ōita,,33066,1392003478,No
Mashiki,Mashiki,32.7914,130.8164,Japan,JP,JPN,Kumamoto,,32587,1392833070,No
Wakabadai,Wakabadai,45.4,141.7,Japan,JP,JPN,Hokkaidō,,33036,1392002486,No
Yamanashi,Yamanashi,35.6922,138.6853,Japan,JP,JPN,Yamanashi,,32925,1392003165,No
Sō,So,31.6536,131.0192,Japan,JP,JPN,Kagoshima,,32849,1392003153,No
Ōiso,Oiso,35.3069,139.3114,Japan,JP,JPN,Kanagawa,,31121,1392342585,No
Kuji,Kuji,40.1903,141.7753,Japan,JP,JPN,Iwate,,32813,1392882660,No
Yufu,Yufu,33.18,131.4267,Japan,JP,JPN,Ōita,,32698,1392003544,No
Kaizu,Kaizu,35.2206,136.6367,Japan,JP,JPN,Gifu,,32493,1392269681,No
Motosu,Motosu,35.4831,136.6786,Japan,JP,JPN,Gifu,,32664,1392598380,No
Shiroishi,Shiroishi,38.0022,140.6197,Japan,JP,JPN,Miyagi,,32570,1392860584,No
Minamisatsuma,Minamisatsuma,31.4167,130.3233,Japan,JP,JPN,Kagoshima,,32503,1392999973,No
Shimanto,Shimanto,32.9917,132.9339,Japan,JP,JPN,Kōchi,,32551,1392003113,No
Yorii,Yorii,36.1156,139.1942,Japan,JP,JPN,Saitama,,32039,1392564179,No
Tawaramoto,Tawaramoto,34.5542,135.7931,Japan,JP,JPN,Nara,,30950,1392169878,No
Zentsujichó,Zentsujicho,34.2283,133.7872,Japan,JP,JPN,Kagawa,,31620,1392897802,No
Kōnan,Konan,33.5642,133.7006,Japan,JP,JPN,Kōchi,,32123,1392003317,No
Namerikawa,Namerikawa,36.7667,137.3333,Japan,JP,JPN,Toyama,,32317,1392003318,No
